"week_ending_date","nhs_board_cypher","nhs_board_name","location_code","location_name","attendance","number_over_4_hours","percentage_within_4_hours","number_over_8_hours","percentage_within_8_hours","number_over_12_hours","percentage_within_12_hours"
2018-12-02,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6763,792,88.3,45,99.3,1,100
2018-12-02,"H","NHS Highland","H","NHS Highland",1104,62,94.4,3,99.7,0,100
2018-12-02,"L","NHS Lanarkshire","L","NHS Lanarkshire",3827,531,86.1,77,98,10,99.7
2018-12-02,"S","NHS Lothian","S","NHS Lothian",4592,591,87.1,60,98.7,5,99.9
2018-12-02,"R","NHS Orkney","R","NHS Orkney",112,5,95.5,0,100,0,100
2018-12-02,"Z","NHS Shetland","Z","NHS Shetland",138,2,98.6,0,100,0,100
2018-12-02,"T","NHS Tayside","T","NHS Tayside",1353,24,98.2,0,100,0,100
2018-12-02,"W","NHS Western Isles","W","NHS Western Isles",128,1,99.2,0,100,0,100
2018-12-09,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2076,207,90,53,97.4,12,99.4
2018-12-09,"B","NHS Borders","B","NHS Borders",524,24,95.4,0,100,0,100
2018-12-09,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",858,95,88.9,9,99,0,100
2018-12-09,"F","NHS Fife","F","NHS Fife",1306,141,89.2,10,99.2,1,99.9
2018-12-09,"V","NHS Forth Valley","V","NHS Forth Valley",1289,313,75.7,57,95.6,19,98.5
2018-12-09,"N","NHS Grampian","N","NHS Grampian",1946,189,90.3,13,99.3,2,99.9
2018-12-09,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",7796,1190,84.7,56,99.3,1,100
2018-12-09,"H","NHS Highland","H","NHS Highland",1139,94,91.7,6,99.5,0,100
2018-12-09,"L","NHS Lanarkshire","L","NHS Lanarkshire",4083,410,90,24,99.4,1,100
2018-12-09,"S","NHS Lothian","S","NHS Lothian",4727,712,84.9,57,98.8,7,99.9
2018-12-09,"R","NHS Orkney","R","NHS Orkney",117,4,96.6,0,100,0,100
2018-12-09,"Z","NHS Shetland","Z","NHS Shetland",139,5,96.4,0,100,0,100
2018-12-09,"T","NHS Tayside","T","NHS Tayside",1385,51,96.3,1,99.9,0,100
2018-12-09,"W","NHS Western Isles","W","NHS Western Isles",106,0,100,0,100,0,100
2018-12-16,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2107,225,89.3,65,96.9,17,99.2
2018-12-16,"B","NHS Borders","B","NHS Borders",551,48,91.3,2,99.6,0,100
2018-12-16,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",832,88,89.4,8,99,0,100
2018-12-16,"F","NHS Fife","F","NHS Fife",1254,85,93.2,0,100,0,100
2018-12-16,"V","NHS Forth Valley","V","NHS Forth Valley",1217,427,64.9,75,93.8,26,97.9
2018-12-16,"N","NHS Grampian","N","NHS Grampian",1929,185,90.4,5,99.7,0,100
2018-12-16,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",7039,1129,84,75,98.9,2,100
2018-12-16,"H","NHS Highland","H","NHS Highland",1078,48,95.5,2,99.8,0,100
2018-12-16,"L","NHS Lanarkshire","L","NHS Lanarkshire",3775,303,92,25,99.3,1,100
2018-12-16,"S","NHS Lothian","S","NHS Lothian",4519,578,87.2,49,98.9,2,100
2018-12-16,"R","NHS Orkney","R","NHS Orkney",124,13,89.5,0,100,0,100
2018-12-16,"Z","NHS Shetland","Z","NHS Shetland",151,0,100,0,100,0,100
2018-12-16,"T","NHS Tayside","T","NHS Tayside",1443,55,96.2,1,99.9,0,100
2018-12-16,"W","NHS Western Isles","W","NHS Western Isles",122,2,98.4,0,100,0,100
2018-12-23,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2207,165,92.5,36,98.4,1,100
2018-12-23,"B","NHS Borders","B","NHS Borders",563,53,90.6,7,98.8,3,99.5
2018-12-23,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",880,119,86.5,14,98.4,2,99.8
2018-12-23,"F","NHS Fife","F","NHS Fife",1281,110,91.4,10,99.2,0,100
2018-12-23,"V","NHS Forth Valley","V","NHS Forth Valley",1192,214,82,22,98.2,4,99.7
2018-12-23,"N","NHS Grampian","N","NHS Grampian",1885,133,92.9,5,99.7,0,100
2018-12-23,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6957,956,86.3,50,99.3,0,100
2018-12-23,"H","NHS Highland","H","NHS Highland",1091,76,93,12,98.9,0,100
2018-12-23,"L","NHS Lanarkshire","L","NHS Lanarkshire",3935,351,91.1,38,99,0,100
2018-12-23,"S","NHS Lothian","S","NHS Lothian",4474,725,83.8,102,97.7,11,99.8
2018-12-23,"R","NHS Orkney","R","NHS Orkney",143,7,95.1,0,100,0,100
2018-12-23,"Z","NHS Shetland","Z","NHS Shetland",153,4,97.4,0,100,0,100
2018-12-23,"T","NHS Tayside","T","NHS Tayside",1307,44,96.6,0,100,0,100
2018-12-23,"W","NHS Western Isles","W","NHS Western Isles",118,0,100,0,100,0,100
2018-12-30,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2070,145,93,31,98.5,8,99.6
2018-12-30,"B","NHS Borders","B","NHS Borders",583,16,97.3,0,100,0,100
2018-12-30,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",923,78,91.5,2,99.8,0,100
2018-12-30,"F","NHS Fife","F","NHS Fife",1261,122,90.3,3,99.8,0,100
2018-12-30,"V","NHS Forth Valley","V","NHS Forth Valley",1256,336,73.2,37,97.1,3,99.8
2018-12-30,"N","NHS Grampian","N","NHS Grampian",1842,130,92.9,3,99.8,1,99.9
2018-12-30,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6662,894,86.6,75,98.9,2,100
2018-12-30,"H","NHS Highland","H","NHS Highland",1137,62,94.5,0,100,0,100
2018-12-30,"L","NHS Lanarkshire","L","NHS Lanarkshire",3718,373,90,32,99.1,2,99.9
2018-12-30,"S","NHS Lothian","S","NHS Lothian",4200,482,88.5,52,98.8,10,99.8
2018-12-30,"R","NHS Orkney","R","NHS Orkney",110,5,95.5,0,100,0,100
2018-12-30,"Z","NHS Shetland","Z","NHS Shetland",144,7,95.1,0,100,0,100
2018-12-30,"T","NHS Tayside","T","NHS Tayside",1342,52,96.1,0,100,0,100
2018-12-30,"W","NHS Western Isles","W","NHS Western Isles",144,3,97.9,0,100,0,100
2019-01-06,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2017,264,86.9,112,94.4,57,97.2
2019-01-06,"B","NHS Borders","B","NHS Borders",641,29,95.5,0,100,0,100
2019-01-06,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",913,54,94.1,2,99.8,0,100
2019-01-06,"F","NHS Fife","F","NHS Fife",1319,200,84.8,16,98.8,0,100
2019-01-06,"V","NHS Forth Valley","V","NHS Forth Valley",1277,434,66,124,90.3,25,98
2019-01-06,"N","NHS Grampian","N","NHS Grampian",1911,150,92.2,1,99.9,0,100
2019-01-06,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6822,1049,84.6,147,97.8,17,99.8
2019-01-06,"H","NHS Highland","H","NHS Highland",1158,78,93.3,4,99.7,0,100
2019-01-06,"L","NHS Lanarkshire","L","NHS Lanarkshire",3926,575,85.4,69,98.2,22,99.4
2019-01-06,"S","NHS Lothian","S","NHS Lothian",4244,587,86.2,111,97.4,25,99.4
2019-01-06,"R","NHS Orkney","R","NHS Orkney",124,3,97.6,0,100,0,100
2019-01-06,"Z","NHS Shetland","Z","NHS Shetland",141,4,97.2,0,100,0,100
2019-01-06,"T","NHS Tayside","T","NHS Tayside",1382,95,93.1,1,99.9,0,100
2019-01-06,"W","NHS Western Isles","W","NHS Western Isles",117,2,98.3,0,100,0,100
2019-01-13,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2077,279,86.6,100,95.2,45,97.8
2019-01-13,"B","NHS Borders","B","NHS Borders",582,69,88.1,13,97.8,2,99.7
2019-01-13,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",815,87,89.3,19,97.7,0,100
2019-01-13,"F","NHS Fife","F","NHS Fife",1191,136,88.6,6,99.5,0,100
2019-01-13,"V","NHS Forth Valley","V","NHS Forth Valley",1203,236,80.4,36,97,14,98.8
2019-01-13,"N","NHS Grampian","N","NHS Grampian",1811,199,89,15,99.2,3,99.8
2019-01-13,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",7201,1389,80.7,228,96.8,22,99.7
2019-01-13,"H","NHS Highland","H","NHS Highland",1048,87,91.7,12,98.9,4,99.6
2019-01-13,"L","NHS Lanarkshire","L","NHS Lanarkshire",4021,574,85.7,66,98.4,24,99.4
2019-01-13,"S","NHS Lothian","S","NHS Lothian",4290,562,86.9,80,98.1,18,99.6
2019-01-13,"R","NHS Orkney","R","NHS Orkney",106,5,95.3,0,100,0,100
2019-01-13,"Z","NHS Shetland","Z","NHS Shetland",146,2,98.6,0,100,0,100
2019-01-13,"T","NHS Tayside","T","NHS Tayside",1357,52,96.2,0,100,0,100
2019-01-13,"W","NHS Western Isles","W","NHS Western Isles",107,2,98.1,0,100,0,100
2019-01-20,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2086,247,88.2,53,97.5,11,99.5
2019-01-20,"B","NHS Borders","B","NHS Borders",550,30,94.5,1,99.8,0,100
2019-01-20,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",812,80,90.1,2,99.8,1,99.9
2019-01-20,"F","NHS Fife","F","NHS Fife",1180,95,91.9,1,99.9,0,100
2019-01-20,"V","NHS Forth Valley","V","NHS Forth Valley",1192,140,88.3,2,99.8,0,100
2019-01-20,"N","NHS Grampian","N","NHS Grampian",1831,198,89.2,3,99.8,0,100
2019-01-20,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6980,927,86.7,74,98.9,9,99.9
2019-01-20,"H","NHS Highland","H","NHS Highland",1017,83,91.8,17,98.3,0,100
2019-01-20,"L","NHS Lanarkshire","L","NHS Lanarkshire",4004,533,86.7,68,98.3,18,99.6
2019-01-20,"S","NHS Lothian","S","NHS Lothian",4174,513,87.7,61,98.5,5,99.9
2019-01-20,"R","NHS Orkney","R","NHS Orkney",121,1,99.2,0,100,0,100
2019-01-20,"Z","NHS Shetland","Z","NHS Shetland",133,2,98.5,0,100,0,100
2019-01-20,"T","NHS Tayside","T","NHS Tayside",1312,37,97.2,0,100,0,100
2019-01-20,"W","NHS Western Isles","W","NHS Western Isles",110,4,96.4,0,100,0,100
2019-01-27,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2117,243,88.5,64,97,19,99.1
2019-01-27,"B","NHS Borders","B","NHS Borders",597,31,94.8,3,99.5,0,100
2019-01-27,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",792,96,87.9,13,98.4,1,99.9
2019-01-27,"F","NHS Fife","F","NHS Fife",1263,127,89.9,14,98.9,0,100
2019-01-27,"V","NHS Forth Valley","V","NHS Forth Valley",1242,322,74.1,80,93.6,6,99.5
2019-01-27,"N","NHS Grampian","N","NHS Grampian",1888,180,90.5,18,99,1,99.9
2019-01-27,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",7287,926,87.3,70,99,2,100
2019-01-27,"H","NHS Highland","H","NHS Highland",1086,87,92,8,99.3,1,99.9
2019-01-27,"L","NHS Lanarkshire","L","NHS Lanarkshire",4098,439,89.3,42,99,5,99.9
2019-01-27,"S","NHS Lothian","S","NHS Lothian",4567,604,86.8,83,98.2,15,99.7
2019-01-27,"R","NHS Orkney","R","NHS Orkney",114,7,93.9,2,98.2,2,98.2
2019-01-27,"Z","NHS Shetland","Z","NHS Shetland",136,15,89,0,100,0,100
2019-01-27,"T","NHS Tayside","T","NHS Tayside",1381,43,96.9,0,100,0,100
2019-01-27,"W","NHS Western Isles","W","NHS Western Isles",104,1,99,0,100,0,100
2019-02-03,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2102,258,87.7,73,96.5,24,98.9
2019-02-03,"B","NHS Borders","B","NHS Borders",522,50,90.4,10,98.1,4,99.2
2019-02-03,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",877,99,88.7,4,99.5,1,99.9
2019-02-03,"F","NHS Fife","F","NHS Fife",1258,97,92.3,4,99.7,0,100
2019-02-03,"V","NHS Forth Valley","V","NHS Forth Valley",1164,254,78.2,56,95.2,6,99.5
2019-02-03,"N","NHS Grampian","N","NHS Grampian",1936,195,89.9,6,99.7,1,99.9
2019-02-03,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",7039,908,87.1,50,99.3,1,100
2019-02-03,"H","NHS Highland","H","NHS Highland",1101,65,94.1,6,99.5,0,100
2019-02-03,"L","NHS Lanarkshire","L","NHS Lanarkshire",3973,450,88.7,75,98.1,18,99.5
2019-02-03,"S","NHS Lothian","S","NHS Lothian",4549,683,85,120,97.4,33,99.3
2019-02-03,"R","NHS Orkney","R","NHS Orkney",123,10,91.9,0,100,0,100
2019-02-03,"Z","NHS Shetland","Z","NHS Shetland",158,17,89.2,0,100,0,100
2019-02-03,"T","NHS Tayside","T","NHS Tayside",1390,46,96.7,0,100,0,100
2019-02-03,"W","NHS Western Isles","W","NHS Western Isles",135,2,98.5,0,100,0,100
2019-02-10,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2146,349,83.7,126,94.1,42,98
2019-02-10,"B","NHS Borders","B","NHS Borders",640,145,77.3,31,95.2,17,97.3
2019-02-10,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",906,139,84.7,18,98,5,99.4
2019-02-10,"F","NHS Fife","F","NHS Fife",1261,202,84,10,99.2,0,100
2019-02-10,"V","NHS Forth Valley","V","NHS Forth Valley",1188,104,91.2,8,99.3,0,100
2019-02-10,"N","NHS Grampian","N","NHS Grampian",2104,273,87,23,98.9,5,99.8
2019-02-10,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",7144,1136,84.1,69,99,9,99.9
2019-02-10,"H","NHS Highland","H","NHS Highland",1141,87,92.4,5,99.6,1,99.9
2019-02-10,"L","NHS Lanarkshire","L","NHS Lanarkshire",4202,507,87.9,92,97.8,28,99.3
2019-02-10,"S","NHS Lothian","S","NHS Lothian",4668,795,83,143,96.9,28,99.4
2019-02-10,"R","NHS Orkney","R","NHS Orkney",132,9,93.2,3,97.7,1,99.2
2019-02-10,"Z","NHS Shetland","Z","NHS Shetland",167,10,94,0,100,0,100
2019-02-10,"T","NHS Tayside","T","NHS Tayside",1511,91,94,0,100,0,100
2019-02-10,"W","NHS Western Isles","W","NHS Western Isles",99,1,99,0,100,0,100
2019-02-17,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2120,305,85.6,112,94.7,44,97.9
2019-02-17,"B","NHS Borders","B","NHS Borders",524,16,96.9,1,99.8,0,100
2019-02-17,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",916,98,89.3,4,99.6,0,100
2019-02-17,"F","NHS Fife","F","NHS Fife",1320,143,89.2,3,99.8,0,100
2019-02-17,"V","NHS Forth Valley","V","NHS Forth Valley",1225,95,92.2,6,99.5,1,99.9
2019-02-17,"N","NHS Grampian","N","NHS Grampian",1935,254,86.9,15,99.2,1,99.9
2019-02-17,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",7171,1172,83.7,120,98.3,9,99.9
2019-02-17,"H","NHS Highland","H","NHS Highland",1132,87,92.3,14,98.8,0,100
2019-02-17,"L","NHS Lanarkshire","L","NHS Lanarkshire",4076,537,86.8,73,98.2,22,99.5
2019-02-17,"S","NHS Lothian","S","NHS Lothian",4528,830,81.7,100,97.8,19,99.6
2019-02-17,"R","NHS Orkney","R","NHS Orkney",123,1,99.2,0,100,0,100
2019-02-17,"Z","NHS Shetland","Z","NHS Shetland",144,5,96.5,0,100,0,100
2019-02-17,"T","NHS Tayside","T","NHS Tayside",1489,82,94.5,0,100,0,100
2019-02-17,"W","NHS Western Isles","W","NHS Western Isles",120,4,96.7,0,100,0,100
2019-02-24,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2085,253,87.9,89,95.7,41,98
2019-02-24,"B","NHS Borders","B","NHS Borders",584,14,97.6,0,100,0,100
2019-02-24,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",933,97,89.6,8,99.1,2,99.8
2019-02-24,"F","NHS Fife","F","NHS Fife",1335,171,87.2,10,99.3,1,99.9
2019-02-24,"V","NHS Forth Valley","V","NHS Forth Valley",1281,28,97.8,0,100,0,100
2019-02-24,"N","NHS Grampian","N","NHS Grampian",2019,252,87.5,4,99.8,0,100
2019-02-24,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",7273,1098,84.9,81,98.9,2,100
2019-02-24,"H","NHS Highland","H","NHS Highland",1135,100,91.2,12,98.9,3,99.7
2019-02-24,"L","NHS Lanarkshire","L","NHS Lanarkshire",4126,375,90.9,44,98.9,6,99.9
2019-02-24,"S","NHS Lothian","S","NHS Lothian",4455,573,87.1,55,98.8,5,99.9
2019-02-24,"R","NHS Orkney","R","NHS Orkney",121,5,95.9,0,100,0,100
2019-02-24,"Z","NHS Shetland","Z","NHS Shetland",157,7,95.5,0,100,0,100
2019-02-24,"T","NHS Tayside","T","NHS Tayside",1385,79,94.3,2,99.9,1,99.9
2019-02-24,"W","NHS Western Isles","W","NHS Western Isles",138,2,98.6,0,100,0,100
2019-03-03,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2224,334,85,115,94.8,40,98.2
2019-03-03,"B","NHS Borders","B","NHS Borders",591,10,98.3,0,100,0,100
2019-03-03,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",886,99,88.8,6,99.3,1,99.9
2019-03-03,"F","NHS Fife","F","NHS Fife",1247,69,94.5,2,99.8,0,100
2019-03-03,"V","NHS Forth Valley","V","NHS Forth Valley",1225,53,95.7,1,99.9,0,100
2019-03-03,"N","NHS Grampian","N","NHS Grampian",2029,172,91.5,5,99.8,0,100
2019-03-03,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",7073,896,87.3,50,99.3,2,100
2019-03-03,"H","NHS Highland","H","NHS Highland",1137,89,92.2,12,98.9,2,99.8
2019-03-03,"L","NHS Lanarkshire","L","NHS Lanarkshire",4114,229,94.4,18,99.6,2,100
2019-03-03,"S","NHS Lothian","S","NHS Lothian",4554,390,91.4,34,99.3,8,99.8
2019-03-03,"R","NHS Orkney","R","NHS Orkney",136,4,97.1,0,100,0,100
2019-03-03,"Z","NHS Shetland","Z","NHS Shetland",159,9,94.3,0,100,0,100
2019-03-03,"T","NHS Tayside","T","NHS Tayside",1553,82,94.7,0,100,0,100
2019-03-03,"W","NHS Western Isles","W","NHS Western Isles",130,1,99.2,0,100,0,100
2019-03-10,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2172,319,85.3,109,95,39,98.2
2019-03-10,"B","NHS Borders","B","NHS Borders",584,22,96.2,2,99.7,1,99.8
2019-03-10,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",808,60,92.6,12,98.5,4,99.5
2019-03-10,"F","NHS Fife","F","NHS Fife",1322,113,91.5,1,99.9,0,100
2019-03-10,"V","NHS Forth Valley","V","NHS Forth Valley",1251,77,93.8,3,99.8,0,100
2019-03-10,"N","NHS Grampian","N","NHS Grampian",1972,123,93.8,5,99.7,0,100
2019-03-10,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",7111,926,87,46,99.4,0,100
2019-03-10,"H","NHS Highland","H","NHS Highland",1113,62,94.4,2,99.8,2,99.8
2019-03-10,"L","NHS Lanarkshire","L","NHS Lanarkshire",4000,287,92.8,21,99.5,1,100
2019-03-10,"S","NHS Lothian","S","NHS Lothian",4569,523,88.6,38,99.2,2,100
2019-03-10,"R","NHS Orkney","R","NHS Orkney",129,9,93,2,98.4,0,100
2019-03-10,"Z","NHS Shetland","Z","NHS Shetland",145,3,97.9,0,100,0,100
2019-03-10,"T","NHS Tayside","T","NHS Tayside",1446,58,96,3,99.8,0,100
2019-03-10,"W","NHS Western Isles","W","NHS Western Isles",120,2,98.3,0,100,0,100
2019-03-17,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2187,290,86.7,90,95.9,22,99
2019-03-17,"B","NHS Borders","B","NHS Borders",565,16,97.2,1,99.8,0,100
2019-03-17,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",896,84,90.6,6,99.3,0,100
2019-03-17,"F","NHS Fife","F","NHS Fife",1304,86,93.4,0,100,0,100
2019-03-17,"V","NHS Forth Valley","V","NHS Forth Valley",1269,86,93.2,5,99.6,1,99.9
2019-03-17,"N","NHS Grampian","N","NHS Grampian",1959,171,91.3,8,99.6,1,99.9
2019-03-17,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",7259,973,86.6,42,99.4,1,100
2019-03-17,"H","NHS Highland","H","NHS Highland",1096,86,92.2,4,99.6,0,100
2019-03-17,"L","NHS Lanarkshire","L","NHS Lanarkshire",4162,450,89.2,72,98.3,23,99.4
2019-03-17,"S","NHS Lothian","S","NHS Lothian",4526,704,84.4,87,98.1,25,99.4
2019-03-17,"R","NHS Orkney","R","NHS Orkney",116,9,92.2,0,100,0,100
2019-03-17,"Z","NHS Shetland","Z","NHS Shetland",137,1,99.3,0,100,0,100
2019-03-17,"T","NHS Tayside","T","NHS Tayside",1510,82,94.6,1,99.9,0,100
2019-03-17,"W","NHS Western Isles","W","NHS Western Isles",119,2,98.3,0,100,0,100
2019-03-24,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2181,193,91.2,42,98.1,7,99.7
2019-03-24,"B","NHS Borders","B","NHS Borders",562,26,95.4,1,99.8,0,100
2019-03-24,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",799,27,96.6,2,99.7,0,100
2019-03-24,"F","NHS Fife","F","NHS Fife",1347,120,91.1,10,99.3,0,100
2019-03-24,"V","NHS Forth Valley","V","NHS Forth Valley",1290,63,95.1,3,99.8,0,100
2019-03-24,"N","NHS Grampian","N","NHS Grampian",2005,119,94.1,6,99.7,1,100
2019-03-24,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",7230,981,86.4,37,99.5,0,100
2019-03-24,"H","NHS Highland","H","NHS Highland",1186,55,95.4,4,99.7,0,100
2019-03-24,"L","NHS Lanarkshire","L","NHS Lanarkshire",4243,400,90.6,31,99.3,3,99.9
2019-03-24,"S","NHS Lothian","S","NHS Lothian",4546,601,86.8,42,99.1,7,99.8
2019-03-24,"R","NHS Orkney","R","NHS Orkney",125,9,92.8,0,100,0,100
2019-03-24,"Z","NHS Shetland","Z","NHS Shetland",163,4,97.5,0,100,0,100
2019-03-24,"T","NHS Tayside","T","NHS Tayside",1497,48,96.8,1,99.9,0,100
2019-03-24,"W","NHS Western Isles","W","NHS Western Isles",122,4,96.7,0,100,0,100
2019-03-31,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2305,373,83.8,121,94.8,38,98.4
2019-03-31,"B","NHS Borders","B","NHS Borders",595,22,96.3,2,99.7,0,100
2019-03-31,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",852,36,95.8,0,100,0,100
2019-03-31,"F","NHS Fife","F","NHS Fife",1285,66,94.9,1,99.9,0,100
2019-03-31,"V","NHS Forth Valley","V","NHS Forth Valley",1317,51,96.1,1,99.9,1,99.9
2019-03-31,"N","NHS Grampian","N","NHS Grampian",1999,156,92.2,6,99.7,1,99.9
2019-03-31,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",7197,933,87,24,99.7,0,100
2019-03-31,"H","NHS Highland","H","NHS Highland",1201,52,95.7,4,99.7,0,100
2019-03-31,"L","NHS Lanarkshire","L","NHS Lanarkshire",3924,272,93.1,29,99.3,0,100
2019-03-31,"S","NHS Lothian","S","NHS Lothian",4643,642,86.2,70,98.5,22,99.5
2019-03-31,"R","NHS Orkney","R","NHS Orkney",118,6,94.9,0,100,0,100
2019-03-31,"Z","NHS Shetland","Z","NHS Shetland",138,4,97.1,0,100,0,100
2019-03-31,"T","NHS Tayside","T","NHS Tayside",1519,111,92.7,0,100,0,100
2019-03-31,"W","NHS Western Isles","W","NHS Western Isles",144,1,99.3,0,100,0,100
2019-04-07,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2113,354,83.2,123,94.2,58,97.3
2019-04-07,"B","NHS Borders","B","NHS Borders",599,30,95,2,99.7,0,100
2019-04-07,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",900,48,94.7,2,99.8,0,100
2019-04-07,"F","NHS Fife","F","NHS Fife",1292,110,91.5,0,100,0,100
2019-04-07,"V","NHS Forth Valley","V","NHS Forth Valley",1224,200,83.7,13,98.9,0,100
2019-04-07,"N","NHS Grampian","N","NHS Grampian",1796,102,94.3,2,99.9,0,100
2019-04-07,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6780,948,86,55,99.2,2,100
2019-04-07,"H","NHS Highland","H","NHS Highland",1172,80,93.2,4,99.7,1,99.9
2019-04-07,"L","NHS Lanarkshire","L","NHS Lanarkshire",3926,364,90.7,32,99.2,5,99.9
2019-04-07,"S","NHS Lothian","S","NHS Lothian",4567,700,84.7,78,98.3,7,99.8
2019-04-07,"R","NHS Orkney","R","NHS Orkney",128,6,95.3,2,98.4,0,100
2019-04-07,"Z","NHS Shetland","Z","NHS Shetland",150,4,97.3,0,100,0,100
2019-04-07,"T","NHS Tayside","T","NHS Tayside",1388,34,97.6,0,100,0,100
2019-04-07,"W","NHS Western Isles","W","NHS Western Isles",140,1,99.3,0,100,0,100
2019-04-14,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2292,231,89.9,46,98,8,99.7
2019-04-14,"B","NHS Borders","B","NHS Borders",625,30,95.2,1,99.8,0,100
2019-04-14,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",982,61,93.8,3,99.7,0,100
2019-04-14,"F","NHS Fife","F","NHS Fife",1286,88,93.2,0,100,0,100
2019-04-14,"V","NHS Forth Valley","V","NHS Forth Valley",1237,146,88.2,4,99.7,0,100
2019-04-14,"N","NHS Grampian","N","NHS Grampian",1910,144,92.5,6,99.7,0,100
2019-04-14,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6876,1022,85.1,58,99.2,1,100
2019-04-14,"H","NHS Highland","H","NHS Highland",1235,84,93.2,4,99.7,0,100
2019-04-14,"L","NHS Lanarkshire","L","NHS Lanarkshire",3978,299,92.5,20,99.5,0,100
2019-04-14,"S","NHS Lothian","S","NHS Lothian",4304,483,88.8,41,99,5,99.9
2019-04-14,"R","NHS Orkney","R","NHS Orkney",145,17,88.3,0,100,0,100
2019-04-14,"Z","NHS Shetland","Z","NHS Shetland",161,11,93.2,0,100,0,100
2019-04-14,"T","NHS Tayside","T","NHS Tayside",1458,76,94.8,0,100,0,100
2019-04-14,"W","NHS Western Isles","W","NHS Western Isles",120,3,97.5,0,100,0,100
2019-04-21,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2361,259,89,57,97.6,12,99.5
2019-04-21,"B","NHS Borders","B","NHS Borders",687,41,94,0,100,0,100
